PopCode,Area,Sex,Age,AgeInterval,Type,Day,Month,Year,RefCode,Access,Population,NoteCode1,NoteCode2,NoteCode3,LDB
SA,5,f,0,1,O,30,6,1973,3,O,10281,.,.,.,1
SA,5,f,1,1,O,30,6,1973,3,O,10746,.,.,.,1
SA,5,f,2,1,O,30,6,1973,3,O,10940,.,.,.,1
SA,5,f,3,1,O,30,6,1973,3,O,10946,.,.,.,1
SA,5,f,4,1,O,30,6,1973,3,O,11076,.,.,.,1
SA,5,f,5,1,O,30,6,1973,3,O,10721,.,.,.,1
SA,5,f,6,1,O,30,6,1973,3,O,10449,.,.,.,1
SA,5,f,7,1,O,30,6,1973,3,O,10750,.,.,.,1
SA,5,f,8,1,O,30,6,1973,3,O,10786,.,.,.,1
SA,5,f,9,1,O,30,6,1973,3,O,11328,.,.,.,1
SA,5,f,10,1,O,30,6,1973,3,O,11671,.,.,.,1
SA,5,f,11,1,O,30,6,1973,3,O,11849,.,.,.,1
SA,5,f,12,1,O,30,6,1973,3,O,12278,.,.,.,1
SA,5,f,13,1,O,30,6,1973,3,O,12048,.,.,.,1
SA,5,f,14,1,O,30,6,1973,3,O,11943,.,.,.,1
SA,5,f,15,1,O,30,6,1973,3,O,11514,.,.,.,1
SA,5,f,16,1,O,30,6,1973,3,O,11387,.,.,.,1
SA,5,f,17,1,O,30,6,1973,3,O,10974,.,.,.,1
SA,5,f,18,1,O,30,6,1973,3,O,10668,.,.,.,1
SA,5,f,19,1,O,30,6,1973,3,O,10662,.,.,.,1
SA,5,f,20,1,O,30,6,1973,3,O,10674,.,.,.,1
SA,5,f,21,1,O,30,6,1973,3,O,10158,.,.,.,1
SA,5,f,22,1,O,30,6,1973,3,O,10101,.,.,.,1
SA,5,f,23,1,O,30,6,1973,3,O,9961,.,.,.,1
SA,5,f,24,1,O,30,6,1973,3,O,9854,.,.,.,1
SA,5,f,25,1,O,30,6,1973,3,O,10158,.,.,.,1
SA,5,f,26,1,O,30,6,1973,3,O,11057,.,.,.,1
SA,5,f,27,1,O,30,6,1973,3,O,8703,.,.,.,1
SA,5,f,28,1,O,30,6,1973,3,O,8758,.,.,.,1
SA,5,f,29,1,O,30,6,1973,3,O,8318,.,.,.,1
